ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,Total_Visits
0,40,Self Enquiry,1,6,Salaried,Male,3,Super Deluxe,5,Married,3,0,3,1,AVP,31823,5
0,26,Self Enquiry,1,6,Salaried,Female,4,Basic,3,Married,2,1,4,0,Executive,17933,2
0,27,Self Enquiry,3,8,Small Business,Female,1,Deluxe,3,Unmarried,1,0,1,0,Manager,21500,3
0,48,Company Invited,1,28,Small Business,Female,3,Super Deluxe,3,Married,4,0,5,0,AVP,32174,2
0,44,Self Enquiry,1,6,Salaried,Male,4,Deluxe,5,Married,3,0,3,1,Manager,20033,5
1,34,Company Invited,1,22,Large Business,Male,5,Basic,5,Married,2,1,3,1,Executive,17307,2
1,56,Self Enquiry,1,30,Salaried,Male,3,Basic,3,Unmarried,2,0,3,0,Executive,17587,3
0,36,Self Enquiry,3,23,Small Business,Male,4,Deluxe,4,Married,3,0,4,1,Manager,20507,2
0,41,Self Enquiry,3,13,Small Business,Female,3,Deluxe,4,Married,6,0,3,1,Manager,22347,3
0,42,Self Enquiry,1,12,Small Business,Male,3,Standard,5,Married,1,0,3,1,Senior Manager,28348,2
0,31,Self Enquiry,3,16,Small Business,Female,3,Deluxe,3,Married,3,1,1,0,Manager,21583,2
0,34,Self Enquiry,3,9,Small Business,Female,4,Deluxe,3,Married,4,1,3,0,Manager,23103,3
0,36,Self Enquiry,1,10,Small Business,Female,1,Basic,3,Married,1,0,5,1,Executive,22347,5
0,26,Company Invited,1,12,Salaried,Male,1,Basic,3,Married,1,0,4,1,Executive,17544,4
0,45,Company Invited,1,6,Small Business,Male,3,Deluxe,3,Unmarried,5,0,1,1,Manager,20399,3
0,33,Self Enquiry,3,16,Small Business,Male,3,Deluxe,3,Unmarried,2,0,1,0,Manager,20487,2
0,28,Company Invited,3,6,Salaried,Male,4,Deluxe,3,Married,2,1,1,0,Manager,21834,2
1,29,Company Invited,3,30,Large Business,Male,1,Basic,5,Unmarried,2,0,3,1,Executive,16091,3
0,39,Company Invited,3,27,Salaried,Female,5,Deluxe,3,Married,7,0,5,0,Manager,20736,2
0,27,Self Enquiry,1,8,Large Business,Male,3,Basic,4,Married,2,0,4,1,Executive,17226,3
0,34,Company Invited,1,28,Salaried,Male,4,Deluxe,3,Married,2,1,1,1,Manager,20747,2
1,28,Self Enquiry,3,19,Small Business,Female,3,Deluxe,3,Unmarried,4,1,5,1,Manager,24854,3
0,47,Company Invited,1,20,Large Business,Male,3,Deluxe,4,Married,1,0,3,0,Manager,20467,5
0,56,Self Enquiry,3,17,Small Business,Female,4,Deluxe,5,Married,5,0,5,0,Manager,20380,3
0,39,Self Enquiry,1,15,Small Business,Male,3,Deluxe,5,Married,2,0,4,1,Manager,20151,2
0,38,Company Invited,1,14,Small Business,Female,4,Deluxe,4,Married,2,1,1,1,Manager,17133,2
0,58,Self Enquiry,3,27,Salaried,Female,3,Super Deluxe,3,Married,5,1,5,1,AVP,32875,3
1,32,Company Invited,1,11,Salaried,Female,1,Basic,3,Unmarried,4,1,1,0,Executive,17432,3
0,38,Self Enquiry,1,13,Salaried,Male,3,Basic,3,Married,3,0,1,1,Executive,19771,4
0,49,Company Invited,1,8,Salaried,Male,3,King,3,Married,4,0,3,1,VP,34161,2
0,42,Self Enquiry,3,18,Small Business,Male,3,Deluxe,3,Married,4,1,1,0,Manager,20087,3
1,27,Company Invited,2,28,Salaried,Female,4,Basic,4,Married,2,0,1,1,Executive,17863,2
0,35,Self Enquiry,3,24,Small Business,Male,3,Deluxe,5,Married,1,0,3,0,Manager,17144,3
0,28,Company Invited,1,22,Small Business,Male,3,Basic,3,Unmarried,2,0,3,0,Executive,17144,2
0,31,Company Invited,1,9,Small Business,Male,3,Basic,5,Married,2,1,1,0,Executive,18065,2
0,36,Company Invited,1,15,Salaried,Male,1,Basic,4,Married,2,0,5,1,Executive,17810,3
0,34,Self Enquiry,3,6,Small Business,Male,3,Standard,3,Unmarried,2,0,5,1,Senior Manager,24888,2
0,34,Self Enquiry,3,19,Small Business,Male,3,Standard,3,Married,2,0,1,1,Senior Manager,23628,3
0,26,Self Enquiry,1,6,Small Business,Male,3,Basic,5,Unmarried,1,0,5,1,Executive,17867,5
0,29,Self Enquiry,1,6,Salaried,Male,3,Deluxe,5,Married,1,0,3,1,Manager,20373,2
0,32,Company Invited,1,21,Small Business,Female,3,Deluxe,3,Married,6,0,3,0,Manager,21667,3
0,31,Company Invited,1,6,Salaried,Male,4,Deluxe,5,Married,2,0,1,1,Manager,20003,3
1,28,Self Enquiry,1,23,Large Business,Male,4,Basic,3,Married,6,0,3,0,Executive,17367,3
0,38,Self Enquiry,3,6,Salaried,Male,4,Basic,5,Unmarried,5,0,3,0,Executive,17858,3
0,35,Self Enquiry,3,13,Salaried,Female,3,Deluxe,3,Married,2,1,4,1,Manager,20204,3
0,36,Self Enquiry,3,15,Small Business,Male,3,Deluxe,3,Unmarried,2,0,1,0,Manager,22347,3
0,32,Self Enquiry,1,11,Salaried,Male,4,Deluxe,3,Unmarried,1,0,1,0,Manager,24679,3
1,31,Company Invited,3,32,Small Business,Male,3,Deluxe,3,Married,2,1,3,0,Manager,20617,4
1,53,Self Enquiry,3,30,Salaried,Male,3,Standard,5,Unmarried,7,1,3,1,Senior Manager,25448,5
0,54,Self Enquiry,1,15,Salaried,Female,3,Deluxe,3,Married,4,0,5,0,Manager,17897,4
0,33,Company Invited,1,13,Salaried,Male,3,Deluxe,3,Married,2,0,5,1,Manager,20968,3
0,43,Self Enquiry,1,17,Salaried,Male,3,Standard,3,Married,2,0,1,1,Senior Manager,22510,1
0,38,Company Invited,2,6,Salaried,Male,3,Basic,4,Married,1,1,1,1,Executive,17991,3
0,55,Self Enquiry,2,32,Salaried,Male,1,King,4,Married,5,1,5,1,VP,34636,4
0,31,Self Enquiry,1,8,Small Business,Female,5,Basic,3,Married,2,1,5,1,Executive,16129,2
0,39,Self Enquiry,3,21,Small Business,Male,3,Super Deluxe,5,Unmarried,1,0,1,1,AVP,28341,5
0,42,Company Invited,1,13,Salaried,Male,4,Deluxe,3,Unmarried,2,0,3,1,Manager,22347,3
0,31,Company Invited,1,16,Small Business,Female,3,Standard,3,Married,5,0,1,1,Senior Manager,26031,3
0,54,Self Enquiry,1,13,Small Business,Female,3,Deluxe,5,Unmarried,7,1,1,0,Manager,22347,3
0,24,Self Enquiry,1,13,Salaried,Male,4,Deluxe,3,Unmarried,2,0,3,1,Manager,19617,3
0,23,Self Enquiry,1,18,Salaried,Male,3,Basic,3,Unmarried,2,0,5,1,Executive,17647,3
0,40,Company Invited,1,17,Large Business,Female,3,Deluxe,3,Married,2,0,3,1,Manager,21323,4
0,40,Self Enquiry,3,8,Small Business,Female,3,Deluxe,4,Married,4,0,3,1,Manager,20677,4
0,25,Self Enquiry,2,8,Salaried,Female,3,Basic,4,Married,5,0,4,0,Executive,17187,2
0,36,Self Enquiry,1,6,Small Business,Male,3,Basic,4,Married,2,0,5,0,Executive,22347,4
0,36,Self Enquiry,1,8,Salaried,Male,3,Basic,3,Married,7,1,5,0,Executive,22347,2
0,47,Self Enquiry,1,31,Small Business,Male,3,Standard,3,Unmarried,3,0,3,1,Senior Manager,23633,2
0,33,Company Invited,1,6,Small Business,Male,4,Basic,3,Married,2,0,3,0,Executive,17008,2
0,38,Self Enquiry,3,13,Salaried,Male,3,Deluxe,4,Married,1,0,4,1,Manager,22347,3
0,31,Self Enquiry,3,8,Salaried,Male,3,Basic,3,Married,1,0,4,1,Executive,18067,2
0,38,Company Invited,1,12,Salaried,Male,4,Deluxe,3,Married,3,0,4,1,Manager,20321,4
0,42,Self Enquiry,1,24,Salaried,Male,3,Deluxe,5,Married,7,1,1,0,Manager,20410,2
0,41,Self Enquiry,1,6,Salaried,Male,3,Basic,3,Married,4,0,1,0,Executive,17782,3
0,47,Company Invited,1,6,Small Business,Female,3,Standard,4,Married,1,0,5,0,Senior Manager,26957,3
0,35,Self Enquiry,1,17,Small Business,Male,3,Basic,3,Married,1,1,5,0,Executive,17660,2
0,36,Self Enquiry,1,6,Salaried,Male,3,Basic,3,Unmarried,1,0,3,0,Executive,18375,5
0,35,Self Enquiry,1,15,Small Business,Male,3,Deluxe,3,Unmarried,2,0,4,0,Manager,20098,3
0,33,Self Enquiry,1,13,Small Business,Female,3,Deluxe,3,Married,1,1,1,1,Manager,19878,4
0,32,Self Enquiry,1,35,Salaried,Female,4,Basic,4,Unmarried,2,0,3,1,Executive,17837,2
0,40,Self Enquiry,1,6,Salaried,Male,3,Basic,3,Married,1,0,1,0,Executive,17406,2
0,32,Self Enquiry,3,6,Small Business,Male,4,Basic,4,Married,1,0,1,0,Executive,17269,5
0,36,Self Enquiry,1,30,Salaried,Male,3,Deluxe,3,Unmarried,1,0,4,1,Manager,22347,2
0,38,Self Enquiry,1,16,Small Business,Female,5,Standard,3,Married,4,0,1,1,Senior Manager,28206,3
0,32,Self Enquiry,3,6,Small Business,Female,3,Standard,3,Married,2,0,5,1,Senior Manager,25422,2
0,37,Self Enquiry,1,16,Salaried,Female,1,Standard,3,Married,2,1,1,0,Senior Manager,28744,3
0,25,Self Enquiry,3,14,Salaried,Female,3,Deluxe,3,Married,1,1,1,1,Manager,19907,3
0,36,Company Invited,3,126,Salaried,Male,3,Basic,3,Married,3,0,1,1,Executive,18482,3
0,44,Self Enquiry,1,6,Small Business,Male,3,Basic,3,Unmarried,7,1,4,0,Executive,17436,3
0,21,Self Enquiry,3,11,Small Business,Male,3,Basic,5,Unmarried,2,1,1,1,Executive,17380,2
0,39,Company Invited,1,15,Salaried,Male,3,King,3,Unmarried,3,0,4,0,VP,34431,3
1,23,Company Invited,3,15,Small Business,Male,3,Basic,5,Married,2,0,5,1,Executive,16790,2
0,36,Self Enquiry,3,9,Small Business,Female,4,Standard,3,Married,1,0,3,1,Senior Manager,22644,3
0,36,Company Invited,1,10,Salaried,Female,3,Deluxe,4,Married,1,0,3,1,Manager,20131,4
0,56,Company Invited,1,6,Salaried,Male,3,Deluxe,3,Married,2,0,3,0,Manager,21306,2
1,29,Self Enquiry,1,13,Small Business,Male,3,Basic,3,Married,1,1,3,1,Executive,19787,2
0,42,Self Enquiry,1,8,Salaried,Male,3,King,3,Married,6,0,3,1,VP,33880,3
1,56,Self Enquiry,1,13,Large Business,Male,3,Basic,3,Married,1,0,4,1,Executive,17339,5
0,41,Self Enquiry,1,34,Salaried,Female,4,Super Deluxe,4,Married,1,0,5,1,AVP,28570,3
0,34,Self Enquiry,3,34,Small Business,Female,4,Deluxe,3,Married,2,0,5,1,Manager,21712,3
0,36,Company Invited,3,21,Small Business,Male,5,Deluxe,3,Married,2,0,1,1,Manager,20406,2
0,41,Self Enquiry,3,9,Salaried,Male,4,Deluxe,4,Married,3,0,3,0,Manager,23938,3
0,32,Self Enquiry,1,8,Large Business,Male,3,Basic,5,Unmarried,2,0,1,1,Executive,17439,4
0,35,Self Enquiry,2,32,Salaried,Female,3,Standard,3,Unmarried,2,1,1,1,Senior Manager,23837,2
0,38,Self Enquiry,3,16,Salaried,Female,3,Deluxe,3,Married,2,0,4,0,Manager,20343,5
1,50,Company Invited,3,6,Salaried,Male,3,Deluxe,3,Married,1,0,3,1,Manager,21728,4
0,36,Self Enquiry,3,17,Small Business,Female,4,Deluxe,3,Married,5,0,1,1,Manager,21652,4
0,45,Self Enquiry,3,13,Salaried,Female,3,Deluxe,3,Unmarried,1,0,1,1,Manager,19850,2
0,40,Self Enquiry,1,8,Salaried,Male,4,Basic,3,Unmarried,3,0,5,0,Executive,17809,3
0,35,Company Invited,1,24,Salaried,Male,3,Deluxe,3,Married,2,1,3,1,Manager,20689,3
0,40,Self Enquiry,1,8,Small Business,Female,3,Basic,3,Married,3,0,1,1,Executive,17001,4
0,35,Self Enquiry,1,6,Salaried,Female,5,Basic,3,Married,2,0,3,0,Executive,17977,4
0,36,Self Enquiry,1,19,Salaried,Male,4,Deluxe,4,Married,5,1,4,1,Manager,22347,2
0,36,Self Enquiry,1,34,Small Business,Female,4,Basic,5,Unmarried,2,0,1,0,Executive,22347,4
1,50,Self Enquiry,3,34,Small Business,Male,4,Standard,5,Married,5,1,5,0,Senior Manager,25854,2
0,39,Self Enquiry,3,30,Small Business,Female,4,Super Deluxe,3,Married,1,0,1,1,AVP,27031,3
0,31,Company Invited,1,11,Small Business,Male,3,Deluxe,5,Unmarried,1,0,1,0,Manager,24936,5
0,26,Self Enquiry,3,11,Salaried,Female,4,Basic,3,Unmarried,1,0,1,0,Executive,17966,1
0,36,Company Invited,1,29,Small Business,Male,1,Deluxe,3,Married,5,0,3,0,Manager,17571,2
0,39,Self Enquiry,1,12,Small Business,Male,4,Standard,5,Married,5,0,4,1,Senior Manager,24991,2
0,27,Self Enquiry,1,10,Salaried,Male,1,Deluxe,4,Married,2,1,4,1,Manager,21142,2
0,49,Company Invited,3,8,Small Business,Male,4,Deluxe,4,Married,3,0,3,1,Manager,20390,5
0,34,Self Enquiry,1,13,Small Business,Male,1,Deluxe,3,Married,3,0,3,0,Manager,22347,3
1,41,Self Enquiry,3,6,Salaried,Female,3,Deluxe,3,Unmarried,1,1,4,0,Manager,20993,5
0,49,Company Invited,1,14,Salaried,Male,4,Deluxe,4,Married,2,0,1,0,Manager,20130,3
1,37,Self Enquiry,1,8,Salaried,Male,4,Basic,3,Unmarried,7,1,3,0,Executive,17090,5
0,33,Company Invited,1,9,Salaried,Female,3,Basic,3,Married,2,1,1,1,Executive,17909,3
0,36,Self Enquiry,1,8,Small Business,Male,3,Basic,4,Married,1,0,5,1,Executive,18468,3
0,32,Company Invited,1,8,Salaried,Male,3,Basic,3,Unmarried,1,0,3,1,Executive,18068,4
0,59,Self Enquiry,1,9,Small Business,Female,1,Basic,5,Married,5,1,1,0,Executive,17670,3
0,30,Self Enquiry,1,30,Salaried,Male,3,Basic,3,Married,2,0,3,1,Executive,17693,5
0,38,Company Invited,1,29,Salaried,Male,4,Standard,3,Unmarried,1,0,3,1,Senior Manager,24526,2
0,36,Self Enquiry,1,33,Small Business,Male,3,Deluxe,3,Married,7,0,3,0,Manager,20237,3
0,35,Self Enquiry,1,22,Small Business,Male,1,Basic,4,Married,1,0,4,1,Executive,17426,3
0,36,Self Enquiry,1,21,Salaried,Female,4,Deluxe,3,Unmarried,1,1,1,1,Manager,22347,3
0,31,Self Enquiry,1,32,Salaried,Male,3,Basic,3,Married,2,0,3,1,Executive,17911,3
0,34,Self Enquiry,1,25,Small Business,Male,3,Basic,3,Married,1,0,3,0,Executive,17661,3
1,28,Self Enquiry,1,30,Salaried,Male,4,Basic,3,Unmarried,6,1,1,0,Executive,17028,2
0,29,Self Enquiry,1,27,Salaried,Female,1,Standard,5,Married,2,0,5,1,Senior Manager,24980,3
0,32,Self Enquiry,1,11,Salaried,Male,1,Basic,4,Married,1,1,1,1,Executive,18298,5
0,22,Company Invited,1,22,Small Business,Male,1,Basic,3,Married,2,1,3,0,Executive,17935,5
0,53,Self Enquiry,3,8,Salaried,Female,4,Super Deluxe,3,Married,3,0,3,0,AVP,30427,3
0,36,Self Enquiry,1,8,Salaried,Male,3,Basic,3,Unmarried,6,1,1,0,Executive,22347,2
0,36,Company Invited,1,17,Salaried,Female,1,Deluxe,3,Married,1,0,5,0,Manager,22347,4
1,36,Self Enquiry,3,15,Salaried,Male,4,Basic,5,Unmarried,1,0,1,0,Executive,18407,2
0,34,Self Enquiry,1,13,Salaried,Female,3,Standard,4,Unmarried,1,0,5,0,Senior Manager,26994,2
0,21,Self Enquiry,1,21,Salaried,Male,3,Basic,3,Unmarried,2,0,5,1,Executive,16232,4
1,34,Self Enquiry,1,12,Small Business,Male,3,Basic,5,Unmarried,3,0,4,0,Executive,17960,2
0,53,Self Enquiry,1,11,Salaried,Female,3,King,3,Married,5,0,4,1,VP,34094,2
1,36,Company Invited,1,22,Salaried,Female,5,Basic,5,Unmarried,2,1,4,0,Executive,22347,3
0,42,Self Enquiry,3,14,Small Business,Male,3,Deluxe,4,Married,1,0,3,1,Manager,21825,2
0,44,Self Enquiry,1,13,Small Business,Female,4,Standard,3,Married,4,0,4,0,Senior Manager,25248,2
0,46,Self Enquiry,3,8,Small Business,Female,3,King,5,Unmarried,4,0,1,1,VP,33947,3
0,33,Self Enquiry,1,8,Small Business,Male,3,Basic,3,Unmarried,5,0,3,0,Executive,17496,5
0,44,Self Enquiry,1,16,Salaried,Male,3,Deluxe,3,Married,3,1,3,0,Manager,21465,3
0,30,Self Enquiry,1,15,Small Business,Male,4,Basic,3,Unmarried,2,0,4,0,Executive,17206,3
1,39,Self Enquiry,3,11,Large Business,Male,3,Deluxe,3,Married,4,0,1,0,Manager,17086,2
1,24,Self Enquiry,1,6,Small Business,Male,3,Basic,3,Married,3,1,3,0,Executive,17293,5
0,43,Self Enquiry,1,8,Small Business,Female,1,Basic,3,Married,2,0,1,1,Executive,17645,5
1,50,Self Enquiry,3,9,Small Business,Male,4,Basic,3,Married,2,1,4,1,Executive,17683,3
0,35,Self Enquiry,3,8,Small Business,Female,3,Basic,3,Married,2,0,1,1,Executive,17014,5
0,36,Self Enquiry,1,11,Salaried,Female,4,Basic,5,Married,1,1,1,1,Executive,18419,3
0,33,Company Invited,3,6,Salaried,Female,1,Deluxe,5,Married,3,0,3,0,Manager,20376,3
0,35,Self Enquiry,1,10,Salaried,Male,3,Basic,3,Married,2,0,4,1,Executive,16951,4
0,27,Self Enquiry,1,8,Salaried,Female,3,Basic,5,Married,2,0,3,1,Executive,17341,3
1,26,Self Enquiry,1,31,Salaried,Male,5,Basic,3,Unmarried,2,0,1,0,Executive,17293,2
0,27,Company Invited,3,14,Salaried,Male,3,Standard,3,Unmarried,2,0,1,1,Senior Manager,23726,2
0,36,Company Invited,1,6,Small Business,Female,3,Deluxe,3,Unmarried,2,0,3,1,Manager,22347,2
1,41,Self Enquiry,1,18,Large Business,Female,3,King,3,Married,2,0,4,1,VP,34545,3
0,34,Company Invited,3,13,Small Business,Male,3,Deluxe,3,Unmarried,1,0,5,0,Manager,19568,4
0,37,Self Enquiry,1,25,Salaried,Male,3,Basic,4,Married,5,0,4,0,Executive,18022,4
0,46,Company Invited,3,11,Small Business,Male,3,Deluxe,3,Unmarried,5,1,5,1,Manager,20772,4
0,35,Self Enquiry,1,14,Salaried,Male,1,Basic,3,Married,2,0,5,1,Executive,17269,3
1,48,Self Enquiry,1,6,Salaried,Male,4,Standard,3,Unmarried,1,1,5,0,Senior Manager,20381,3
1,36,Self Enquiry,1,11,Large Business,Male,3,Basic,3,Unmarried,2,1,1,0,Executive,18441,2
0,44,Self Enquiry,3,6,Small Business,Female,3,Deluxe,5,Married,6,1,1,1,Manager,20454,4
0,35,Company Invited,1,17,Small Business,Male,4,Standard,5,Married,3,1,5,1,Senior Manager,24884,5
0,36,Self Enquiry,3,29,Small Business,Female,4,Deluxe,3,Married,1,1,1,0,Manager,22347,2
0,33,Company Invited,1,6,Salaried,Female,3,Standard,3,Unmarried,2,1,1,1,Senior Manager,28458,3
0,35,Company Invited,3,5,Salaried,Male,3,Standard,5,Married,2,0,4,0,Senior Manager,24069,3
0,36,Self Enquiry,1,29,Small Business,Female,3,Basic,5,Married,4,1,4,0,Executive,22347,1
0,31,Self Enquiry,1,13,Salaried,Male,3,Deluxe,3,Married,4,0,3,0,Manager,20915,3
0,37,Self Enquiry,1,6,Salaried,Male,4,Deluxe,3,Married,2,0,5,0,Manager,20993,2
0,32,Self Enquiry,1,6,Small Business,Male,3,Deluxe,3,Married,2,1,4,1,Manager,21162,3
0,38,Company Invited,1,35,Salaried,Female,3,Deluxe,3,Unmarried,2,0,3,1,Manager,17406,2
0,50,Self Enquiry,1,13,Small Business,Female,4,King,3,Married,6,1,4,1,VP,33740,3
0,59,Self Enquiry,3,31,Salaried,Female,3,Standard,5,Unmarried,1,0,3,1,Senior Manager,22637,5
0,36,Self Enquiry,1,14,Large Business,Female,3,Standard,3,Married,2,0,4,1,Senior Manager,25096,2
0,55,Self Enquiry,1,14,Small Business,Female,3,Super Deluxe,3,Married,3,1,3,1,AVP,29756,3
0,36,Company Invited,1,17,Salaried,Male,4,Deluxe,4,Unmarried,2,0,4,1,Manager,21499,4
0,45,Self Enquiry,1,13,Salaried,Male,3,Standard,5,Married,3,0,3,0,Senior Manager,24724,2
0,35,Company Invited,1,6,Small Business,Male,3,Basic,5,Married,5,0,1,0,Executive,17194,4
1,36,Self Enquiry,1,15,Small Business,Male,4,Basic,3,Married,1,1,1,1,Executive,18388,5
0,59,Company Invited,3,6,Salaried,Female,4,Deluxe,3,Unmarried,1,0,5,1,Manager,20473,2
0,29,Self Enquiry,1,8,Salaried,Male,3,Basic,4,Married,1,0,4,1,Executive,17703,3
0,31,Self Enquiry,1,6,Small Business,Male,3,Basic,4,Unmarried,2,0,3,1,Executive,17501,2
0,32,Self Enquiry,1,6,Salaried,Male,3,Deluxe,4,Married,2,0,3,1,Manager,21220,3
0,36,Self Enquiry,1,12,Salaried,Female,1,Basic,3,Married,4,0,1,0,Executive,18038,2
0,31,Self Enquiry,1,13,Salaried,Female,3,Deluxe,3,Unmarried,2,0,5,1,Manager,22347,5
0,35,Self Enquiry,3,13,Small Business,Male,4,Deluxe,5,Unmarried,1,0,1,1,Manager,22347,3
0,45,Self Enquiry,1,12,Salaried,Male,3,Standard,5,Married,5,1,3,1,Senior Manager,28245,3
0,37,Self Enquiry,1,13,Small Business,Male,3,Standard,3,Unmarried,5,0,1,0,Senior Manager,28664,1
0,46,Self Enquiry,2,11,Small Business,Male,4,Deluxe,4,Married,1,1,5,1,Manager,20021,5
0,30,Self Enquiry,1,6,Salaried,Male,4,Deluxe,3,Married,2,1,1,1,Manager,20126,3
0,35,Self Enquiry,1,6,Small Business,Male,4,Basic,3,Unmarried,2,0,4,1,Executive,17859,1
0,55,Self Enquiry,3,6,Salaried,Male,3,Standard,3,Married,4,0,1,0,Senior Manager,25239,5
0,38,Company Invited,1,12,Small Business,Female,5,Deluxe,3,Married,1,1,1,0,Manager,20329,5
0,34,Self Enquiry,1,13,Small Business,Male,3,Deluxe,4,Married,2,0,5,1,Manager,22347,5
0,56,Self Enquiry,1,13,Salaried,Male,5,Standard,3,Unmarried,5,0,1,0,Senior Manager,22260,2
0,23,Self Enquiry,3,8,Large Business,Male,3,Basic,5,Married,4,0,3,1,Executive,17322,5
0,51,Self Enquiry,1,15,Salaried,Male,3,Basic,3,Married,4,0,3,1,Executive,17075,3
0,36,Self Enquiry,1,8,Salaried,Male,4,Deluxe,3,Married,2,0,4,1,Manager,22347,5
1,46,Self Enquiry,3,15,Small Business,Male,4,Standard,3,Unmarried,2,0,5,1,Senior Manager,24619,5
0,40,Company Invited,1,6,Salaried,Male,4,Super Deluxe,4,Married,2,0,1,1,AVP,28503,4
0,51,Self Enquiry,3,27,Small Business,Male,3,Deluxe,3,Unmarried,1,1,5,0,Manager,20441,5
0,30,Self Enquiry,3,10,Small Business,Female,4,Deluxe,4,Married,2,1,3,1,Manager,20209,3
0,46,Company Invited,1,6,Small Business,Male,4,Standard,5,Married,3,1,1,1,Senior Manager,25673,3
0,32,Self Enquiry,3,12,Small Business,Male,4,Deluxe,3,Unmarried,2,0,5,1,Manager,20010,3
0,54,Self Enquiry,1,8,Large Business,Female,3,Standard,3,Married,1,0,4,0,Senior Manager,28549,2
0,24,Self Enquiry,3,9,Salaried,Female,4,Deluxe,3,Married,1,0,4,0,Manager,19999,2
0,28,Company Invited,3,10,Small Business,Male,3,Deluxe,3,Married,2,0,1,0,Manager,22347,2
0,58,Self Enquiry,3,16,Small Business,Male,3,Super Deluxe,3,Unmarried,1,0,3,0,AVP,28872,3
0,44,Company Invited,1,29,Small Business,Male,3,Deluxe,4,Married,5,0,3,0,Manager,17042,4
1,37,Self Enquiry,2,12,Salaried,Male,3,Basic,5,Married,5,1,1,0,Executive,17073,5
0,32,Self Enquiry,1,6,Salaried,Male,3,Basic,5,Unmarried,2,0,1,0,Executive,17956,4
1,20,Company Invited,1,12,Salaried,Female,4,Basic,3,Unmarried,2,1,1,0,Executive,17926,3
0,34,Self Enquiry,1,13,Salaried,Female,3,Deluxe,3,Unmarried,2,0,3,0,Manager,19809,2
0,37,Company Invited,1,8,Salaried,Male,4,Deluxe,3,Married,6,0,1,1,Manager,20163,5
0,59,Company Invited,2,8,Salaried,Female,4,King,3,Married,1,0,1,0,VP,33844,3
0,50,Company Invited,1,6,Salaried,Female,3,King,4,Married,4,1,1,0,VP,33172,5
1,25,Self Enquiry,3,11,Small Business,Male,4,Deluxe,3,Unmarried,2,1,3,0,Manager,20744,3
0,25,Self Enquiry,1,13,Small Business,Male,4,Basic,3,Married,2,0,1,0,Executive,17889,5
0,22,Self Enquiry,1,21,Small Business,Female,3,Basic,3,Unmarried,2,0,1,1,Executive,17871,3
0,51,Company Invited,1,6,Small Business,Female,4,Standard,5,Unmarried,4,0,1,1,Senior Manager,22484,1
1,34,Company Invited,1,13,Salaried,Male,5,Deluxe,3,Unmarried,2,1,5,1,Manager,21074,3
0,54,Company Invited,2,32,Salaried,Female,1,Super Deluxe,3,Unmarried,3,1,3,1,AVP,32328,1
0,24,Self Enquiry,1,24,Salaried,Male,3,Basic,3,Married,1,0,4,0,Executive,17774,2
0,34,Self Enquiry,1,13,Salaried,Female,4,Deluxe,4,Married,7,0,3,1,Manager,19505,2
0,37,Self Enquiry,3,9,Salaried,Male,3,Standard,3,Unmarried,3,0,3,0,Senior Manager,22428,3
0,34,Self Enquiry,1,11,Small Business,Female,4,Standard,5,Unmarried,3,0,1,1,Senior Manager,26631,3
0,36,Company Invited,3,17,Large Business,Female,3,Standard,3,Married,1,0,5,0,Senior Manager,24738,5
0,36,Self Enquiry,1,9,Salaried,Female,3,Basic,3,Married,6,0,1,0,Executive,17835,3
0,43,Company Invited,3,32,Salaried,Male,3,Super Deluxe,3,Married,2,1,1,1,AVP,31959,3
0,30,Company Invited,1,29,Salaried,Male,5,Basic,3,Married,2,0,3,0,Executive,17613,3
0,33,Company Invited,3,28,Small Business,Male,3,Deluxe,4,Married,1,0,1,0,Manager,21146,3
1,56,Self Enquiry,1,20,Salaried,Female,4,Basic,4,Married,1,1,5,1,Executive,19963,3
0,51,Self Enquiry,1,12,Salaried,Male,3,King,3,Unmarried,1,0,5,1,VP,34537,3
1,31,Self Enquiry,3,12,Salaried,Male,5,Deluxe,3,Married,5,1,3,0,Manager,21172,5
0,26,Self Enquiry,1,12,Salaried,Female,4,Basic,4,Married,2,0,3,1,Executive,17368,3
1,58,Self Enquiry,1,29,Small Business,Female,3,Standard,3,Married,2,0,3,1,Senior Manager,25312,3
1,19,Self Enquiry,3,28,Small Business,Male,3,Basic,3,Unmarried,2,1,1,1,Executive,16675,2
0,22,Self Enquiry,1,8,Large Business,Male,3,Basic,3,Married,1,0,5,1,Executive,17523,3
0,49,Self Enquiry,1,26,Small Business,Female,3,Deluxe,5,Married,2,0,1,1,Manager,21567,3
0,43,Company Invited,1,13,Small Business,Female,1,Basic,3,Unmarried,5,0,3,0,Executive,19739,5
0,50,Company Invited,3,18,Small Business,Female,3,Standard,3,Unmarried,5,0,5,1,Senior Manager,24208,5
1,31,Self Enquiry,3,13,Salaried,Female,5,Deluxe,3,Married,4,1,3,0,Manager,19559,5
0,41,Self Enquiry,3,15,Salaried,Male,3,Standard,3,Married,4,1,1,0,Senior Manager,23189,4
0,26,Self Enquiry,2,31,Salaried,Female,3,Basic,3,Married,2,0,4,1,Executive,17942,4
0,36,Self Enquiry,1,12,Small Business,Male,4,Deluxe,4,Married,7,0,4,0,Manager,19941,3
